Team ID , Team  , Region , Country , Track , Section , Size , Status
385,Aberdeen_Scotland,Europe,United Kingdom,New Application,IGEM,17,Accepted
349,Alberta,North America,Canada,Foundational Advance,IGEM,27,Accepted
420,ArtScienceBangalore,Asia,India,New Application,IGEM,14,Accepted
375,Baltimore_US,North America,United States,Manufacturing,IGEM,15,Accepted
381,BCCS-Bristol,Europe,United Kingdom,Food & Energy,IGEM,14,Accepted
426,Berkeley,North America,United States,New Application,IGEM,11,Accepted
389,Bielefeld-Germany,Europe,Germany,Food & Energy,IGEM,14,Accepted
501,bio-intelligence,Asia,Unspecified,,IGEM,0,Deleted
407,BIOTEC_Dresden,Europe,Germany,Health & Medicine,IGEM,15,Accepted
391,British_Columbia,North America,Canada,Foundational Advance,IGEM,12,Accepted
324,Brown,North America,United States,Manufacturing,IGEM,10,Accepted
339,Calgary,North America,Canada,Foundational Advance,IGEM,11,Accepted
338,Caltech,North America,United States,Manufacturing,IGEM,10,Accepted
325,Cambridge,Europe,United Kingdom,New Application,IGEM,17,Accepted
307,CBNU-Korea,Asia,Korea, Republic Of,Foundational Advance,IGEM,11,Accepted
396,Chiba,Asia,Japan,New Application,IGEM,9,Accepted
428,CityColSanFrancisco,North America,United States,,IGEM,2,Deleted
399,Cornell,North America,United States,Health & Medicine,IGEM,18,Accepted
502,database,North America,United States,,IGEM,0,Deleted
315,Davidson-MissouriW,North America,United States,Foundational Advance,IGEM,22,Accepted
364,Debrecen-Hungary,Europe,Hungary,Food & Energy,IGEM,20,Accepted
374,DTU-Denmark,Europe,Denmark,Foundational Advance,IGEM,13,Accepted
429,Duke,North America,United States,Foundational Advance,IGEM,7,Accepted
378,ECUST-Shanghai,Asia,China,,IGEM,9,Withdrawn
322,Edinburgh,Europe,United Kingdom,Foundational Advance,IGEM,13,Accepted
320,EPF_Lausanne,Europe,Switzerland,Health & Medicine,IGEM,16,Accepted
365,ESBS-Strasbourg,Europe,France,Foundational Advance,IGEM,16,Accepted
422,ETHZ_Basel,Europe,Switzerland,Information Processing,IGEM,13,Accepted
404,Freiburg_Bioware,Europe,Germany,Health & Medicine,IGEM,20,Accepted
405,Freiburg_Software,Europe,Germany,Software Tools,IGEM,7,Accepted
384,Fudan-Shanghai,Asia,China,,IGEM,8,Withdrawn
308,Gaston_Day_School,North America,United States,Environment,IGEM,10,Accepted
410,GeorgiaTech,North America,United States,Manufacturing,IGEM,16,Accepted
431,Georgia_State,North America,United States,Foundational Advance,IGEM,15,Accepted
495,Georgia_State,North America,Unspecified,,IGEM,0,Deleted
423,Gothenburg-Sweden,Europe,Sweden,,IGEM,10,Withdrawn
305,Groningen,Europe,Netherlands,New Application,IGEM,15,Accepted
382,Harvard,North America,United States,Food & Energy,IGEM,21,Accepted
337,Heidelberg,Europe,Germany,Health & Medicine,IGEM,28,Accepted
366,HKU-Hong_Kong,Asia,Hong Kong,Manufacturing,IGEM,18,Accepted
330,HKUST,Asia,Hong Kong,Health & Medicine,IGEM,22,Accepted
496,HokkaidoU_Japan,Asia,Japan,Health & Medicine,IGEM,8,Accepted
361,Hong_Kong-CUHK,Asia,Hong Kong,New Application,IGEM,15,Accepted
403,IBB-Pune,Asia,India,,IGEM,1,Withdrawn
333,IITBombay,Asia,India,,IGEM,13,Withdrawn
408,IIT_Delhi_1,Asia,India,New Application,IGEM,16,Accepted
409,IIT_Delhi_2,Asia,India,,IGEM,1,Deleted
372,IIT_Madras,Asia,India,Food & Energy,IGEM,20,Accepted
316,Imperial_College_London,Europe,United Kingdom,Health & Medicine,IGEM,18,Accepted
432,Indiana,North America,United States,,IGEM,6,Withdrawn
342,INSA-Lyon,Europe,France,Manufacturing,IGEM,22,Accepted
498,IvyTech-South_Bend,North America,United States,Environment,IGEM,8,Accepted
363,Johns_Hopkins,North America,United States,New Application,IGEM,14,Accepted
351,KAIST-Korea,Asia,Korea, Republic Of,Health & Medicine,IGEM,13,Accepted
362,KIT-Kyoto,Asia,Japan,New Application,IGEM,22,Accepted
400,Korea_U_Seoul,Asia,Korea, Republic Of,Environment,IGEM,7,Accepted
383,KULeuven,Europe,Belgium,,IGEM,1,Deleted
358,Kyoto,Asia,Japan,Foundational Advance,IGEM,21,Accepted
331,Lethbridge,North America,Canada,Environment,IGEM,16,Accepted
368,LMU-Munich,Europe,Germany,Foundational Advance,IGEM,27,Accepted
497,Macquarie_Australia,Asia,Australia,New Application,IGEM,13,Accepted
352,METU_Turkey,Europe,Turkey,New Application,IGEM,16,Accepted
326,METU_Turkey_Software,Europe,Turkey,Software Tools,IGEM,12,Accepted
328,Mexico-UNAM-CINVESTAV,Latin America,Mexico,Food & Energy,IGEM,16,Accepted
377,Michigan,North America,United States,Environment,IGEM,31,Accepted
311,Minnesota,North America,United States,New Application,IGEM,8,Accepted
306,Missouri_Miners,North America,United States,Food & Energy,IGEM,17,Accepted
415,MIT,North America,United States,Manufacturing,IGEM,27,Accepted
417,Monash_Australia,Asia,Australia,Manufacturing,IGEM,8,Accepted
332,NCTU_Formosa,Asia,Taiwan,Environment,IGEM,26,Accepted
344,NEAU_OF_HARBIN,Asia,China,,IGEM,1,Deleted
414,Nevada,North America,United States,Environment,IGEM,12,Accepted
302,Newcastle,Europe,United Kingdom,Manufacturing,IGEM,14,Accepted
418,Northwestern,North America,United States,Manufacturing,IGEM,9,Accepted
411,NYMU-Taipei,Asia,Taiwan,New Application,IGEM,32,Accepted
416,NYU,North America,United States,Foundational Advance,IGEM,7,Accepted
392,Osaka,Asia,Japan,Environment,IGEM,17,Accepted
424,Panama,Latin America,Panama,Environment,IGEM,28,Accepted
329,Paris_Liliane_Bettencourt,Europe,France,Foundational Advance,IGEM,14,Accepted
346,Peking,Asia,China,Environment,IGEM,19,Accepted
376,Penn_State,North America,United States,Food & Energy,IGEM,7,Accepted
334,Purdue,North America,United States,Food & Energy,IGEM,18,Accepted
309,Queens-Canada,North America,Canada,Foundational Advance,IGEM,16,Accepted
345,RMIT_Australia,Asia,Australia,Health & Medicine,IGEM,13,Accepted
343,SDU-Denmark,Europe,Denmark,New Application,IGEM,21,Accepted
