Team ID , Team  , Region , Country , Track , Section , Size , Status
612,Alberta,North America,Canada,Food & Energy,IGEM,10,Accepted
538,Amsterdam,Europe,Netherlands,Foundational Advance,IGEM,12,Accepted
578,Arizona_State,North America,United States,New Application,IGEM,11,Accepted
645,ArtScienceBangalore,Asia,India,Environment,IGEM,14,Accepted
665,Baltimore,North America,United States,New Application,IGEM,11,Accepted
595,Bard-Annandale,North America,United States,Information Processing,IGEM,4,Accepted
589,BCCS-Bristol,Europe,United Kingdom,Software Tools,IGEM,7,Withdrawn
641,Berkeley,North America,United States,New Application,IGEM,10,Accepted
525,Bielefeld-Germany,Europe,Germany,Manufacturing,IGEM,18,Accepted
596,Bilkent_UNAM_Turkey,Europe,Turkey,Environment,IGEM,8,Accepted
517,British_Columbia,North America,Canada,Manufacturing,IGEM,12,Accepted
656,Brown-Stanford,North America,United States,New Application,IGEM,12,Accepted
577,BU_Wellesley_Software,North America,United States,Software Tools,IGEM,25,Accepted
619,BYU_Provo,North America,United States,Information Processing,IGEM,12,Accepted
640,Calgary,North America,Canada,Environment,IGEM,17,Accepted
620,Caltech,North America,United States,Environment,IGEM,9,Accepted
638,Cambridge,Europe,United Kingdom,Foundational Advance,IGEM,20,Accepted
605,CBNU-Korea,Asia,Korea, Republic Of,Software Tools,IGEM,9,Accepted
669,Colombia,Latin America,Colombia,Environment,IGEM,23,Accepted
643,Columbia-Cooper,North America,United States,Manufacturing,IGEM,20,Accepted
534,CongoDRC-Bel_Campus,Europe,Congo, The Democratic Republic Of The,,IGEM,1,Withdrawn
527,Copenhagen,Europe,Denmark,Manufacturing,IGEM,10,Accepted
597,Cornell,North America,United States,Manufacturing,IGEM,17,Accepted
662,CTGU-Yichang,Asia,China,,IGEM,10,Withdrawn
626,Debrecen_Hungary,Europe,Hungary,Food & Energy,IGEM,13,Accepted
564,DTU-Denmark,Europe,Denmark,Foundational Advance,IGEM,10,Accepted
678,DTU-Denmark-2,Europe,Denmark,Foundational Advance,IGEM,8,Accepted
655,Duke,North America,United States,New Application,IGEM,11,Accepted
562,Dundee,Europe,United Kingdom,Foundational Advance,IGEM,15,Accepted
523,Edinburgh,Europe,United Kingdom,Food & Energy,IGEM,18,Accepted
522,ENSPS-Strasbourg,Europe,France,Software Tools,IGEM,10,Accepted
613,EPF-Lausanne,Europe,Switzerland,Foundational Advance,IGEM,12,Accepted
625,ETH_Zurich,Europe,Switzerland,Information Processing,IGEM,9,Accepted
