Team ID , Team  , Region , Country , Track , Section , Size , Status
879,Alberta,North America,Canada,Foundational Advance,IGEM,11,Accepted
871,Alberta-North-RBI,North America,Canada,,IGEM,1,Withdrawn
960,Alberta-North-RBI_E,North America,Canada,,IGEM,13,Accepted
949,Amplino,Europe,Netherlands,,IGEM,4,Accepted
874,Amsterdam,Europe,Netherlands,Foundational Advance,IGEM,11,Accepted
796,Anderson-AustinTX,North America,Unspecified,,High School,0,Pending
768,Anderson-Austin_TX,North America,United States,,High School,0,Pending
891,Arizona_State,North America,United States,Health & Medicine,IGEM,15,Accepted
939,Arizona_State_E,North America,United States,,IGEM,10,Accepted
727,AUC_Turkey,Europe,Turkey,,High School,15,Accepted
734,Austin_Texas,North America,United States,Food & Energy,IGEM,10,Accepted
830,Baskent-Meds,Europe,Turkey,,IGEM,11,Withdrawn
923,BAU-Indonesia,Asia,Indonesia,Environment,IGEM,12,Accepted
752,Beijing_KH,Asia,China,,High School,0,Pending
751,Beijing_SL,Asia,China,,High School,0,Pending
900,Berkeley,North America,United States,Information Processing,IGEM,10,Accepted
863,Bielefeld-Germany,Europe,Germany,Environment,IGEM,19,Accepted
793,BioscienceDragons_AZ,North America,United States,,High School,14,Accepted
956,BIOSINT_Mexico,Latin America,Mexico,,IGEM,19,Accepted
745,BioToga_NY,North America,United States,,High School,6,Accepted
820,Bonn,Europe,Germany,Foundational Advance,IGEM,17,Accepted
848,Bordeaux,Europe,France,Foundational Advance,IGEM,11,Accepted
783,BostonU,North America,United States,Information Processing,IGEM,7,Accepted
804,British_Columbia,North America,Canada,Foundational Advance,IGEM,15,Accepted
792,Buenos_Aires,Latin America,Argentina,Foundational Advance,IGEM,10,Accepted
704,BVCAPS_Kansas,North America,United States,,High School,10,Accepted
705,BVCAPS_Research_KS,North America,United States,,High School,7,Accepted
833,BYUProvo,North America,United States,Health & Medicine,IGEM,20,Accepted
765,CAHS_Escondido,North America,United States,,High School,0,Pending
902,Calgary,North America,Canada,Environment,IGEM,33,Accepted
773,Caltech,North America,United States,Food & Energy,IGEM,15,Accepted
911,Cambridge,Europe,United Kingdom,Foundational Advance,IGEM,10,Accepted
921,Carnegie_Mellon,North America,United States,Foundational Advance,IGEM,10,Accepted
860,CBNU-Korea,Asia,Korea, Republic Of,Software Tools,IGEM,17,Accepted
826,CD-SCU-CHINA,Asia,China,Environment,IGEM,5,Accepted
753,Chalmers-Gothenburg,Europe,Sweden,New Application,IGEM,9,Accepted
695,CIDEB-UANL_Mexico,Latin America,Mexico,,High School,27,Accepted
872,Ciencias-UNAM,Latin America,Mexico,Environment,IGEM,11,Accepted
776,CINVESTAV-IPN-UNAM_MX,Latin America,Mexico,Foundational Advance,IGEM,15,Accepted
803,Clemson,North America,United States,Environment,IGEM,13,Accepted
825,CMU-Shenyang,Asia,China,,IGEM,0,Pending
831,Colombia,Latin America,Colombia,Environment,IGEM,24,Accepted
918,Colorado_State,North America,United States,Food & Energy,IGEM,7,Accepted
952,Columbia-Cooper-NYC,North America,United States,Manufacturing,IGEM,18,Accepted
770,Copenhagen,Europe,Denmark,Environment,IGEM,16,Accepted
957,Cornell,North America,United States,Environment,IGEM,21,Accepted
836,Costa_Rica-TEC-UNA,Latin America,Costa Rica,Food & Energy,IGEM,18,Accepted
761,CSIA_Korea,Asia,Korea, Republic Of,,High School,0,Pending
710,CSIA_SouthKorea,Asia,Korea, Republic Of,,High School,6,Accepted
858,CU-Boulder,North America,United States,Foundational Advance,IGEM,8,Accepted
685,Dalton_School_NY,North America,United States,,High School,6,Accepted
690,DarienCT_BlueWave,North America,United States,,High School,0,Pending
954,Duke,North America,United States,Foundational Advance,IGEM,4,Accepted
895,Dundee,Europe,United Kingdom,Health & Medicine,IGEM,13,Accepted
947,E-Wisconsin-Madison,North America,United States,,IGEM,1,Pending
917,Edinburgh,Europe,United Kingdom,Foundational Advance,IGEM,21,Accepted
794,Ehime-Japan,Asia,Japan,New Application,IGEM,9,Accepted
838,EPF-Lausanne,Europe,Switzerland,Manufacturing,IGEM,14,Accepted
909,ETH_Zurich,Europe,Switzerland,Health & Medicine,IGEM,13,Accepted
703,Evansville_Central,North America,United States,,High School,9,Accepted
812,Evry,Europe,France,Foundational Advance,IGEM,24,Accepted
764,Exeter,Europe,United Kingdom,Manufacturing,IGEM,17,Accepted
772,Fatih-Medical,Europe,Turkey,Health & Medicine,IGEM,30,Accepted
846,Foothill_Cali,North America,United States,,High School,0,Pending
849,Frankfurt,Europe,Germany,Food & Energy,IGEM,13,Accepted
